contig_id,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_021244.1,1876,virus,0.989795982837677,0.131980,0.226181,0.188846,0.103346,0.069475,0.280172
NC_021223.1,1762,phage,0.9979287385940552,0.035614,0.806160,0.027196,0.025484,0.076309,0.029238
NC_020445.1,1192,eukarya,0.9998185038566589,0.068979,0.202387,0.526501,0.052192,0.045556,0.104385
NC_020443.1,1984,eukarya,0.9988725781440735,0.077277,0.229010,0.359016,0.065840,0.105983,0.162874
NC_020444.1,1322,eukarya,0.9981642365455627,0.014111,0.020342,0.896336,0.015335,0.013894,0.039981
NC_020446.1,1184,virus,0.9996570348739624,0.125515,0.213319,0.250762,0.063687,0.037457,0.309260
NC_020448.1,1605,virus,0.999062716960907,0.029181,0.076780,0.120896,0.030283,0.056924,0.685935
NC_020234.1,1985,virus,0.9999418258666992,0.012384,0.028198,0.018151,0.019255,0.011186,0.910826
NC_020235.1,1828,eukarya,0.9998682737350464,0.017836,0.020120,0.893711,0.017540,0.012699,0.038094
NC_018137.1,1744,eukarya,0.9959860444068909,0.049996,0.055013,0.411438,0.213426,0.037963,0.232165
NC_017988.1,1491,phage,0.9961830973625183,0.152977,0.272983,0.215089,0.056763,0.093288,0.208900
NC_017989.1,1577,phage,0.9922080636024475,0.037702,0.793558,0.026527,0.052624,0.037980,0.051609
NC_016877.1,1761,eukarya,0.9969102740287781,0.057401,0.197546,0.411361,0.052983,0.069656,0.211054
NC_016878.1,1121,virus,0.9904719591140747,0.014960,0.021824,0.034530,0.016265,0.012755,0.899665
NC_016882.1,1937,eukarya,0.9821089506149292,0.034297,0.053005,0.409516,0.031844,0.071268,0.400071
NC_016883.1,1205,virus,0.9948723912239075,0.017333,0.014349,0.018670,0.014086,0.010382,0.925179
NC_016087.1,1724,eukarya,0.9964498281478882,0.022383,0.043388,0.837293,0.023081,0.017625,0.056231
NC_015882.1,1892,virus,0.9996546506881714,0.023952,0.351347,0.211747,0.036801,0.024735,0.351419
NC_015883.1,1311,phage,0.9931634664535522,0.135624,0.366531,0.176427,0.070345,0.055666,0.195407
NC_015884.1,1253,eukarya,0.9994020462036133,0.037789,0.115994,0.514139,0.033582,0.032374,0.266122
NC_015886.1,1150,phage,0.9999502897262573,0.036155,0.744103,0.070219,0.025478,0.032056,0.091989
NC_015494.1,1696,phage,0.9959555864334106,0.048179,0.546787,0.031773,0.033541,0.102486,0.237234
NC_015495.1,1415,virus,0.9998342990875244,0.045026,0.207551,0.071168,0.031091,0.025274,0.619890
NC_015452.1,1830,virus,0.9949204325675964,0.029364,0.035434,0.179824,0.030945,0.026882,0.697553
NC_015413.1,1761,virus,0.9957410097122192,0.022949,0.047577,0.059279,0.033417,0.029267,0.807511
NC_015375.1,1842,virus,0.9980102181434631,0.016038,0.021450,0.021642,0.020448,0.014225,0.906197
NC_015300.1,1544,eukarya,0.9996880292892456,0.026067,0.080217,0.539532,0.038054,0.024046,0.292085
NC_015301.1,1541,virus,0.9991934895515442,0.066489,0.057786,0.084693,0.031643,0.062830,0.696559
NC_015131.1,1996,eukarya,0.9975020289421082,0.031980,0.316234,0.473703,0.042190,0.035515,0.100378
NC_015132.1,1645,eukarya,0.9862935543060303,0.032493,0.063139,0.434561,0.034102,0.031841,0.403864
NC_015133.1,1324,phage,0.9872358441352844,0.103873,0.423805,0.111751,0.054927,0.184909,0.120735
NC_015134.1,1202,phage,0.9968485236167908,0.034171,0.401343,0.052032,0.042625,0.250931,0.218898
NC_015135.1,1192,virus,0.9994710087776184,0.025958,0.080503,0.082389,0.038806,0.100978,0.671367
NC_014977.1,1183,virus,0.9996601343154907,0.025754,0.061756,0.154046,0.029380,0.019742,0.709323
NC_014711.1,1928,virus,0.9997062087059021,0.028657,0.032043,0.164003,0.024697,0.024367,0.726234
NC_014712.1,1900,eukarya,0.9998711347579956,0.018800,0.023556,0.856422,0.018332,0.018074,0.064816
NC_014713.1,1798,bacteria,0.9999746084213257,0.482721,0.306783,0.022930,0.035521,0.076216,0.075829
NC_014524.1,1936,eukarya,0.9957097768783569,0.110634,0.354537,0.379185,0.040963,0.057722,0.056959
NC_014525.1,1731,eukarya,0.9356595277786255,0.043864,0.036410,0.519609,0.038464,0.049695,0.311957
NC_014526.1,1722,eukarya,0.9832487106323242,0.056322,0.174590,0.546049,0.039200,0.052250,0.131589
NC_014527.1,1666,eukarya,0.9992444515228271,0.174544,0.059496,0.604810,0.041167,0.078251,0.041732
NC_014528.1,1181,eukarya,0.9985128045082092,0.108499,0.081120,0.368280,0.221124,0.082899,0.138077
NC_014529.1,1172,eukarya,0.9886935353279114,0.016795,0.026762,0.890448,0.022299,0.027552,0.016145
NC_014530.1,1056,phage,0.9942881464958191,0.038339,0.860918,0.014843,0.019114,0.046985,0.019801
NC_014603.1,1996,eukarya,0.9997747540473938,0.028946,0.025441,0.687392,0.025733,0.020211,0.212276
NC_014604.1,1957,eukarya,0.9999140501022339,0.028379,0.032705,0.715934,0.038953,0.030150,0.153880
NC_014605.1,1936,eukarya,0.9995496869087219,0.039134,0.020324,0.856263,0.021626,0.029582,0.033071
NC_014606.1,1205,eukarya,0.995296061038971,0.030158,0.051642,0.684382,0.023039,0.015353,0.195426
NC_014607.1,1141,eukarya,0.997570812702179,0.030305,0.147176,0.590473,0.028253,0.036499,0.167294
NC_014515.1,1872,virus,0.9987344145774841,0.137400,0.057474,0.228791,0.049775,0.078293,0.448266
NC_014516.1,1353,phage,0.9999675750732422,0.032866,0.409240,0.131510,0.045565,0.037962,0.342856
NC_014517.1,1242,phage,0.9999622106552124,0.064340,0.784308,0.038038,0.045342,0.041800,0.026172
NC_014518.1,1026,phage,0.9999608993530273,0.116043,0.522980,0.083203,0.157631,0.063534,0.056609
NC_014519.1,1025,virus,0.9999560117721558,0.018584,0.216788,0.026324,0.018803,0.024148,0.695354
NC_014395.1,1690,virus,0.9877619743347168,0.158461,0.117498,0.144522,0.080813,0.075454,0.423252
NC_014242.1,1316,virus,0.9951677322387695,0.058859,0.042264,0.110390,0.026056,0.024891,0.737539
NC_014243.1,1231,bacteria,0.9998844861984253,0.684313,0.040670,0.079778,0.029595,0.044407,0.121236
NC_014244.1,1203,bacteria,0.9999521970748901,0.417554,0.062424,0.224917,0.045700,0.030678,0.218727
NC_013471.1,1739,phage,0.9975335597991943,0.024964,0.910844,0.013105,0.014707,0.021779,0.014601
NC_013459.1,1433,eukarya,0.9998316764831543,0.030279,0.063599,0.761202,0.029465,0.034973,0.080482
NC_013461.1,1422,phage,0.9999624490737915,0.046466,0.436271,0.354104,0.057966,0.040285,0.064908
NC_013399.1,1983,phage,0.9995580315589905,0.075622,0.428633,0.049872,0.038969,0.067046,0.339859
NC_013400.1,1803,eukarya,0.9947463870048523,0.033772,0.063735,0.593325,0.033037,0.022023,0.254108
NC_013401.1,1640,bacteria,0.9999833106994629,0.669832,0.152492,0.028006,0.029895,0.093035,0.026740
NC_013402.1,1162,virus,0.9924720525741577,0.022832,0.019027,0.022737,0.015384,0.014461,0.905559
NC_013403.1,1186,phage,0.9995028972625732,0.025167,0.522999,0.291721,0.030507,0.028027,0.101579
NC_013404.1,1143,eukarya,0.9999538660049438,0.011094,0.015984,0.922034,0.014331,0.014332,0.022225
NC_013231.1,1368,phage,0.9993839263916016,0.043028,0.388443,0.131921,0.189733,0.032220,0.214654
NC_013232.1,1331,virus,0.6559378504753113,0.011600,0.025275,0.024582,0.019602,0.033852,0.885089
NC_013233.1,1198,virus,0.9998800754547119,0.017043,0.042375,0.060721,0.021941,0.020162,0.837758
NC_013234.1,1098,virus,0.9985744953155518,0.050306,0.045968,0.351471,0.030433,0.027752,0.494070
NC_013107.1,1348,virus,0.999613344669342,0.021850,0.042168,0.216424,0.027742,0.016124,0.675693
NC_013108.1,1559,archaea,0.9998983144760132,0.024386,0.192085,0.030859,0.667181,0.030470,0.055019
NC_013112.1,1137,eukarya,0.994157075881958,0.010182,0.016601,0.928252,0.013973,0.015808,0.015185
NC_013014.1,1874,bacteria,0.9994435906410217,0.310628,0.197303,0.228521,0.043559,0.063887,0.156102
NC_013015.1,1852,virus,0.9999479055404663,0.031859,0.019718,0.374744,0.036045,0.025657,0.511978
NC_012540.1,1665,virus,0.9999321699142456,0.015552,0.137023,0.035228,0.015446,0.013358,0.783392
NC_012541.1,1702,virus,0.9996281862258911,0.045948,0.181881,0.125604,0.033707,0.068755,0.544103
NC_012542.1,1434,phage,0.9999737739562988,0.016128,0.909181,0.014095,0.017598,0.018002,0.024997
NC_012543.1,1187,eukarya,0.990081250667572,0.021017,0.023271,0.842562,0.017410,0.017926,0.077814
NC_012544.1,1205,phage,0.9991384744644165,0.028770,0.362590,0.307128,0.028494,0.026068,0.246949
NC_012545.1,1234,phage,0.997560977935791,0.022843,0.470604,0.081779,0.032554,0.033868,0.358352
NC_012546.1,1040,virus,0.999506950378418,0.023067,0.045016,0.099149,0.027606,0.019478,0.785683
NC_011705.1,1609,virus,0.9988289475440979,0.084687,0.229785,0.076696,0.035799,0.115928,0.457105
NC_011706.1,1581,virus,0.9998711347579956,0.012051,0.025739,0.015775,0.012119,0.016084,0.918231
NC_011557.1,1783,virus,0.9998157620429993,0.026109,0.028993,0.126138,0.024417,0.027697,0.766646
NC_011500.2,1614,virus,0.9999127388000488,0.039607,0.247368,0.124164,0.046089,0.028146,0.514626
NC_011501.2,1105,phage,0.9999598264694214,0.088216,0.452402,0.168394,0.179674,0.040790,0.070524
NC_011502.2,1059,phage,0.9996249675750732,0.279315,0.541030,0.019965,0.026300,0.073588,0.059802
NC_011503.2,1062,phage,0.9999639987945557,0.032189,0.690714,0.058093,0.057914,0.026652,0.134437
NC_011509.2,1356,virus,0.9989632368087769,0.032517,0.134198,0.151737,0.046978,0.026359,0.608211
NC_011066.1,1028,bacteria,0.28085026144981384,0.330447,0.258121,0.038532,0.110954,0.230167,0.031778
NC_011069.1,1064,virus,0.937691330909729,0.013354,0.016845,0.038897,0.012325,0.014860,0.903720
NC_010986.1,1886,phage,0.997225284576416,0.019487,0.346901,0.289430,0.027826,0.049824,0.266532
NC_010991.1,1420,eukarya,0.9998666048049927,0.034180,0.034373,0.878238,0.019938,0.013758,0.019513
NC_010749.1,1539,virus,0.9998655319213867,0.025917,0.037772,0.109319,0.026959,0.024895,0.775138
NC_010750.1,1536,virus,0.9998114705085754,0.030940,0.060947,0.148982,0.026787,0.020596,0.711749
NC_010751.1,1072,phage,0.9997721314430237,0.048659,0.715952,0.046444,0.024951,0.035246,0.128748
NC_010704.1,1530,virus,0.996136486530304,0.013759,0.030298,0.038343,0.013606,0.014896,0.889099
NC_010662.1,1830,virus,0.9995935559272766,0.236901,0.123396,0.074421,0.040449,0.074024,0.450809
NC_010663.1,1066,phage,0.999854326248169,0.023067,0.597291,0.056704,0.020682,0.021658,0.280597
NC_010664.1,1268,virus,0.9999078512191772,0.072918,0.136484,0.036472,0.063312,0.047569,0.643245
NC_010665.1,1930,virus,0.9999184608459473,0.029484,0.232835,0.200160,0.037213,0.029772,0.470536
NC_010590.1,1356,virus,0.997880220413208,0.057137,0.319031,0.045598,0.035672,0.067359,0.475204
NC_010591.1,1305,phage,0.9981529116630554,0.084618,0.532087,0.056025,0.087274,0.051006,0.188990
NC_010592.1,1125,bacteria,0.9999610185623169,0.429183,0.292419,0.033455,0.036708,0.158896,0.049339
NC_010343.1,1717,virus,0.9999163150787354,0.022382,0.127101,0.204356,0.028739,0.023934,0.593487
NC_010344.1,1521,eukarya,0.9998672008514404,0.048355,0.048540,0.746291,0.027357,0.025614,0.103842
NC_010345.1,1485,virus,0.9999758005142212,0.015877,0.136916,0.038016,0.017283,0.018410,0.773499
NC_010346.1,1749,virus,0.9992002844810486,0.026232,0.201130,0.058510,0.026022,0.033366,0.654739
NC_010347.1,1485,eukarya,0.9986981153488159,0.022363,0.024684,0.832501,0.019734,0.014126,0.086591
NC_010348.1,1446,virus,0.9992228746414185,0.010887,0.019139,0.010686,0.011765,0.008315,0.939207
NC_010349.1,1793,phage,0.9985870122909546,0.033843,0.481429,0.197078,0.031976,0.062069,0.193605
NC_010350.1,1566,virus,0.9994736313819885,0.018178,0.249430,0.065643,0.028020,0.026371,0.612359
NC_010351.1,1383,eukarya,0.9918317198753357,0.031525,0.331282,0.513973,0.033078,0.033008,0.057134
NC_009519.1,1734,virus,0.9992252588272095,0.020255,0.089392,0.050881,0.019571,0.014749,0.805152
NC_009520.1,1465,virus,0.9998594522476196,0.011100,0.035140,0.014768,0.009615,0.013429,0.915948
NC_009521.1,1479,virus,0.9961410164833069,0.312320,0.042391,0.119987,0.037444,0.027269,0.460589
NC_009241.1,1578,phage,0.9982274174690247,0.026722,0.457091,0.063897,0.032560,0.028052,0.391678
NC_009242.1,1198,plasmid,0.9999170303344727,0.041723,0.057563,0.072857,0.026521,0.694414,0.106921
NC_009245.1,1171,virus,0.9998726844787598,0.124761,0.067898,0.073049,0.026244,0.038362,0.669687
NC_009246.1,1202,eukarya,0.9996459484100342,0.020962,0.038806,0.828235,0.021563,0.016221,0.074213
NC_009250.1,1648,phage,0.999962568283081,0.079881,0.387575,0.072791,0.045680,0.132476,0.281598
NC_009251.1,1652,eukarya,0.9999842643737793,0.014586,0.013679,0.925715,0.014538,0.012998,0.018484
NC_008728.1,1931,virus,0.9979135394096375,0.013225,0.014910,0.022750,0.014683,0.012122,0.922310
NC_008734.1,1798,phage,0.999956488609314,0.298247,0.499852,0.024977,0.036522,0.058646,0.081755
NC_008737.1,1870,virus,0.9999806880950928,0.019472,0.265961,0.064098,0.024238,0.030734,0.595498
NC_008190.1,1791,virus,0.9993531107902527,0.031874,0.032168,0.137867,0.029686,0.028230,0.740175
NC_008191.1,1866,eukarya,0.9978984594345093,0.031116,0.033010,0.667803,0.026259,0.026076,0.215735
NC_008176.1,1687,phage,0.99866783618927,0.099609,0.550516,0.070686,0.040334,0.092505,0.146349
NC_008177.1,1556,eukarya,0.9992252588272095,0.020656,0.122906,0.732739,0.023607,0.021532,0.078561
NC_008178.1,1449,virus,0.999923586845398,0.068765,0.287925,0.057818,0.034533,0.030564,0.520396
NC_008179.1,1296,phage,0.9999693632125854,0.085099,0.706744,0.040528,0.030890,0.086577,0.050163
NC_008041.1,1434,virus,0.9998939037322998,0.017902,0.095085,0.087481,0.023359,0.022017,0.754158
NC_007740.1,1870,virus,0.9995974898338318,0.017165,0.125789,0.028084,0.017106,0.013425,0.798431
NC_007741.1,1750,phage,0.9999397993087769,0.031770,0.906550,0.012005,0.014432,0.019538,0.015705
NC_007742.1,1208,virus,0.9999843835830688,0.053369,0.249036,0.111807,0.026508,0.019626,0.539654
NC_007743.1,1147,phage,0.9989590644836426,0.054313,0.735770,0.048987,0.037130,0.091840,0.031960
NC_007751.1,1996,eukarya,0.9974638223648071,0.167964,0.048020,0.342715,0.042702,0.066625,0.331974
NC_007752.1,1695,bacteria,0.9997101426124573,0.401054,0.176969,0.171663,0.036301,0.167075,0.046937
NC_007753.1,1071,phage,0.9999833106994629,0.023858,0.531162,0.315039,0.025878,0.032320,0.071742
NC_007754.1,1180,phage,0.999840497970581,0.172272,0.542932,0.041513,0.037570,0.058804,0.146909
NC_007755.1,1784,virus,0.9943888783454895,0.023042,0.014739,0.021842,0.017076,0.015239,0.908061
NC_007756.1,1613,virus,0.9995126724243164,0.246011,0.075316,0.203972,0.040749,0.055673,0.378279
NC_007659.1,1993,virus,0.9706292748451233,0.010647,0.014041,0.019732,0.010734,0.009004,0.935842
NC_007660.1,1957,virus,0.9879246950149536,0.113839,0.097729,0.140704,0.034372,0.052297,0.561060
NC_007661.1,1683,phage,0.9999639987945557,0.238145,0.394856,0.046272,0.051031,0.109731,0.159965
NC_007662.1,1504,eukarya,0.999430239200592,0.045759,0.163059,0.377162,0.039409,0.241244,0.133367
NC_007663.1,1191,phage,0.9940495491027832,0.047015,0.744592,0.035999,0.030084,0.061603,0.080707
NC_007664.1,1082,eukarya,0.9998165965080261,0.019843,0.218069,0.647457,0.025686,0.035011,0.053934
NC_007671.1,1775,phage,0.999527096748352,0.085259,0.590214,0.045030,0.031843,0.046807,0.200847
NC_007672.1,1171,virus,0.9999556541442871,0.051047,0.081268,0.050176,0.040393,0.030414,0.746703
NC_007673.1,1151,virus,0.9999455213546753,0.035364,0.381610,0.105937,0.034143,0.037092,0.405855
NC_007674.1,1147,virus,0.9999549388885498,0.012812,0.035197,0.022752,0.013782,0.013088,0.902370
NC_007543.1,1350,phage,0.9999905824661255,0.142730,0.368001,0.122196,0.257659,0.035707,0.073706
NC_007544.1,1270,virus,0.9987137317657471,0.032388,0.294737,0.041182,0.037514,0.028979,0.565201
NC_007545.1,1037,phage,0.9999735355377197,0.019898,0.885631,0.014328,0.015691,0.028992,0.035461
NC_007570.1,1353,virus,0.999000608921051,0.017783,0.160480,0.055180,0.023660,0.026304,0.716593
NC_007571.1,1063,virus,0.9999035596847534,0.033121,0.309519,0.056727,0.074298,0.029497,0.496838
NC_007585.1,1619,virus,0.9999078512191772,0.108001,0.120085,0.125671,0.058822,0.089544,0.497877
NC_007587.1,1395,virus,0.9033785462379456,0.008662,0.014107,0.015371,0.011346,0.012125,0.938390
NC_007588.1,1317,virus,0.9979565143585205,0.225122,0.083974,0.156895,0.044231,0.152082,0.337696
NC_007589.1,1118,eukarya,0.999743640422821,0.013517,0.016350,0.911367,0.014848,0.013937,0.029980
NC_007526.1,1509,eukarya,0.9995880722999573,0.024337,0.060545,0.783987,0.032169,0.023680,0.075280
NC_007527.1,1299,virus,0.9885713458061218,0.014046,0.037119,0.025583,0.017536,0.019458,0.886259
NC_007528.1,1226,eukarya,0.9995965361595154,0.023541,0.027982,0.749829,0.025671,0.025749,0.147228
NC_007529.1,1171,eukarya,0.9994897842407227,0.015189,0.034339,0.870338,0.017895,0.013031,0.049208
NC_007531.1,1003,eukarya,0.9999370574951172,0.027845,0.034984,0.853362,0.017693,0.014163,0.051952
NC_007552.1,1307,virus,0.9976050853729248,0.024203,0.245113,0.059614,0.026246,0.024707,0.620117
NC_007553.1,1287,phage,0.999970555305481,0.065880,0.689641,0.042935,0.028671,0.067144,0.105730
NC_007554.1,1004,phage,0.9999569654464722,0.175229,0.334842,0.089983,0.306667,0.049955,0.043324
NC_007564.1,1935,virus,0.9986214637756348,0.080792,0.091466,0.038257,0.033744,0.056868,0.698872
NC_007565.1,1606,virus,0.9948216676712036,0.201485,0.077653,0.143273,0.042448,0.050948,0.484193
NC_007566.1,1584,eukarya,0.9967733025550842,0.205863,0.043440,0.320539,0.042783,0.251164,0.136210
NC_007567.1,1547,phage,0.99994957447052,0.305059,0.470839,0.032676,0.032453,0.120632,0.038341
NC_007568.1,1509,eukarya,0.9607489109039307,0.033983,0.072373,0.490991,0.031085,0.036437,0.335132
NC_007361.1,1458,archaea,0.9978596568107605,0.106520,0.158190,0.210507,0.210629,0.166458,0.147696
NC_007366.1,1762,virus,0.9794893264770508,0.040267,0.156419,0.044923,0.354101,0.031176,0.373113
NC_007367.1,1027,eukarya,0.9797065258026123,0.033852,0.042501,0.677610,0.058005,0.017431,0.170602
NC_007368.1,1467,eukarya,0.9983614087104797,0.045335,0.044761,0.458926,0.123229,0.039838,0.287910
NC_007369.1,1566,virus,0.9735626578330994,0.014827,0.013276,0.038361,0.016457,0.018134,0.898945
NC_007374.1,1773,virus,0.9980549812316895,0.009689,0.012082,0.013887,0.010291,0.009768,0.944283
NC_007377.1,1027,eukarya,0.9905368685722351,0.037339,0.038393,0.593387,0.082729,0.022261,0.225891
NC_007381.1,1497,virus,0.9487562775611877,0.010198,0.009061,0.010360,0.010529,0.013188,0.946664
NC_007382.1,1410,eukarya,0.9960675239562988,0.047663,0.057924,0.357659,0.159925,0.045685,0.331143
NC_007360.1,1565,virus,0.9921302199363708,0.020378,0.018812,0.067215,0.023668,0.021899,0.848029
NC_007362.1,1760,virus,0.999714195728302,0.017765,0.039309,0.044899,0.078356,0.020305,0.799367
NC_007363.1,1027,eukarya,0.997090220451355,0.031153,0.076009,0.548833,0.148362,0.044421,0.151222
NC_007221.1,1677,phage,0.9998214840888977,0.039715,0.499302,0.043134,0.027259,0.053798,0.336792
NC_007222.1,1500,phage,0.9999278783798218,0.032663,0.463755,0.144127,0.029402,0.030323,0.299729
NC_007242.1,1779,virus,0.9996675252914429,0.016208,0.014586,0.015004,0.013172,0.012391,0.928640
NC_007156.1,1843,virus,0.9998918771743774,0.066454,0.039458,0.049382,0.024182,0.017237,0.803288
NC_007161.1,1959,virus,0.99941086769104,0.011883,0.018591,0.017823,0.013446,0.014821,0.923436
NC_007162.1,1819,phage,0.999974250793457,0.026142,0.790880,0.018299,0.032104,0.023268,0.109306
NC_007027.1,1745,phage,0.9989941716194153,0.018521,0.923875,0.011715,0.015017,0.016348,0.014524
NC_006501.1,1787,virus,0.9995463490486145,0.011914,0.071131,0.026908,0.013928,0.020066,0.856053
NC_006496.1,1927,virus,0.9916126728057861,0.013888,0.017990,0.019696,0.015957,0.015537,0.916932
NC_006499.1,1323,virus,0.9999212026596069,0.023096,0.058375,0.054788,0.027223,0.024624,0.811894
NC_006500.2,1474,virus,0.999315619468689,0.027129,0.037303,0.045550,0.025980,0.022928,0.841110
NC_006506.1,1574,archaea,0.9998902082443237,0.028762,0.056143,0.070955,0.597926,0.023193,0.223020
NC_006507.1,1418,virus,0.9933340549468994,0.013613,0.010680,0.036261,0.012071,0.019924,0.907451
NC_006440.1,1839,eukarya,0.9999593496322632,0.028405,0.029334,0.799483,0.022430,0.015489,0.104859
NC_006433.1,1701,virus,0.9879071116447449,0.017385,0.034490,0.056732,0.065531,0.025568,0.800294
NC_006311.1,1807,virus,0.998755931854248,0.037634,0.035649,0.043417,0.043639,0.021175,0.818486
NC_006312.2,1180,virus,0.9999490976333618,0.016982,0.034124,0.021817,0.032190,0.029245,0.865642
NC_006315.1,1645,virus,0.9998642206192017,0.012303,0.009739,0.016346,0.012678,0.012195,0.936738
NC_006316.1,1447,eukarya,0.9998605251312256,0.092925,0.124053,0.394872,0.144959,0.040351,0.202840
NC_006318.1,1869,virus,0.9951722025871277,0.073246,0.075525,0.067850,0.056405,0.056464,0.670509
NC_006275.1,1955,phage,0.9996606111526489,0.289537,0.340887,0.182921,0.045781,0.046682,0.094192
NC_006276.1,1708,eukarya,0.9999380111694336,0.016414,0.015182,0.906118,0.015105,0.016267,0.030915
NC_006066.1,1938,virus,0.9967407584190369,0.095043,0.089572,0.052366,0.034433,0.021172,0.707415
NC_006052.1,1830,virus,0.9973878264427185,0.060280,0.032347,0.155791,0.122862,0.026744,0.601976
NC_006053.1,1527,eukarya,0.9997753500938416,0.026550,0.170748,0.613957,0.036192,0.028269,0.124283
NC_006054.1,1417,virus,0.9406664967536926,0.012850,0.010803,0.017215,0.024564,0.011361,0.923206
NC_005987.1,1610,phage,0.9998565912246704,0.227812,0.437759,0.110093,0.040343,0.148061,0.035931
NC_005988.1,1151,virus,0.9999499320983887,0.093301,0.224491,0.263631,0.051957,0.059913,0.306707
NC_005991.1,1967,eukarya,0.9961841702461243,0.073621,0.034722,0.730558,0.027574,0.021628,0.111898
NC_005993.1,1764,bacteria,0.9942717552185059,0.429355,0.088578,0.094951,0.045736,0.124576,0.216803
NC_005994.1,1059,phage,0.9999657869338989,0.295181,0.438876,0.026052,0.030770,0.179585,0.029536
NC_006001.1,1664,bacteria,0.9999120235443115,0.825840,0.053886,0.044753,0.019737,0.031054,0.024731
NC_006002.1,1657,eukarya,0.9982740879058838,0.023873,0.022486,0.890404,0.013684,0.014664,0.034890
NC_006003.1,1463,eukarya,0.9990779161453247,0.013924,0.013756,0.928725,0.013078,0.013603,0.016914
NC_006004.1,1256,phage,0.9990350008010864,0.021511,0.798858,0.033803,0.020790,0.037368,0.087669
NC_006007.1,1125,eukarya,0.9999258518218994,0.024942,0.214846,0.672663,0.023758,0.024227,0.039563
NC_006008.2,1049,eukarya,0.999816358089447,0.012071,0.012122,0.938334,0.010655,0.008092,0.018725
NC_006010.1,1638,bacteria,0.9999743700027466,0.443182,0.371837,0.028754,0.041910,0.081365,0.032952
NC_006011.1,1179,virus,0.9991840720176697,0.028808,0.044374,0.054444,0.019321,0.016886,0.836168
NC_006012.1,1978,phage,0.9991104006767273,0.041114,0.512858,0.069164,0.028750,0.045081,0.303034
NC_006016.1,1166,eukarya,0.9998225569725037,0.029021,0.047014,0.857445,0.018839,0.025927,0.021754
NC_006018.1,1566,bacteria,0.9999549388885498,0.741330,0.105276,0.025727,0.035451,0.062869,0.029346
NC_006019.1,1169,eukarya,0.9998953342437744,0.052298,0.196812,0.584605,0.063731,0.033764,0.068790
NC_006020.1,1748,virus,0.9994729161262512,0.104630,0.093984,0.351715,0.038717,0.041895,0.369059
NC_006022.1,1156,virus,0.999413013458252,0.196153,0.153094,0.073698,0.050340,0.088802,0.437913
NC_006024.2,1980,eukarya,0.9985241293907166,0.061458,0.105175,0.661417,0.061162,0.019513,0.091275
NC_006025.1,1769,virus,0.9988502264022827,0.035254,0.341867,0.092226,0.036848,0.030877,0.462929
NC_005976.2,1754,phage,0.999626874923706,0.040273,0.470913,0.234294,0.041732,0.044528,0.168260
NC_005977.2,1582,virus,0.9944133162498474,0.020802,0.036567,0.052924,0.018674,0.018493,0.852539
NC_005818.1,1981,eukarya,0.9924237728118896,0.027966,0.123033,0.775538,0.026578,0.018022,0.028863
NC_005302.1,1672,virus,0.9999580383300781,0.084390,0.115948,0.074318,0.139397,0.040689,0.545258
NC_005233.1,1673,virus,0.9969315528869629,0.015004,0.014625,0.031759,0.014952,0.018838,0.904822
NC_005236.1,1769,virus,0.9982526898384094,0.016653,0.016118,0.033602,0.018124,0.018844,0.896659
NC_005227.2,1831,virus,0.9959855675697327,0.014468,0.013187,0.025153,0.016607,0.017896,0.912689
NC_005218.1,1696,eukarya,0.9995367527008057,0.064434,0.112941,0.621832,0.042047,0.036540,0.122205
NC_005221.1,1720,virus,0.9993962049484253,0.078811,0.203726,0.076493,0.083386,0.057072,0.500512
NC_005224.1,1830,eukarya,0.9981681108474731,0.028082,0.056583,0.424621,0.070504,0.029403,0.390807
NC_005172.1,1414,virus,0.9995860457420349,0.040543,0.247041,0.210093,0.037885,0.048460,0.415978
NC_005173.1,1297,bacteria,0.999427080154419,0.275433,0.161393,0.090149,0.061188,0.151210,0.260627
NC_005174.1,1130,virus,0.9999710321426392,0.134630,0.047353,0.125710,0.046138,0.039170,0.606999
NC_005095.1,1175,virus,0.9998455047607422,0.033618,0.056568,0.029648,0.020462,0.021347,0.838357
NC_004907.1,1025,virus,0.9958806037902832,0.030866,0.082608,0.281795,0.042228,0.047298,0.515205
NC_004905.2,1557,virus,0.9720585942268372,0.011683,0.015841,0.016762,0.010755,0.013241,0.931717
NC_004908.1,1714,virus,0.9985585808753967,0.025257,0.046028,0.113744,0.191262,0.029196,0.594513
NC_004909.1,1418,virus,0.9924308657646179,0.021814,0.038229,0.250886,0.029736,0.025540,0.633796
NC_004364.1,1957,phage,0.9937295913696289,0.043165,0.490268,0.118682,0.074055,0.075349,0.198481
NC_003704.1,1884,virus,0.9981434345245361,0.053638,0.033861,0.273587,0.029446,0.022544,0.586924
NC_003705.1,1879,bacteria,0.9985631108283997,0.408068,0.056479,0.090104,0.129393,0.067880,0.248075
NC_003706.1,1002,plasmid,0.9999338388442993,0.275388,0.124594,0.026343,0.039985,0.481415,0.052275
NC_004018.1,1782,eukarya,0.9990243911743164,0.065896,0.158622,0.477877,0.037598,0.155135,0.104871
NC_004019.1,1586,eukarya,0.998891294002533,0.029758,0.036683,0.549264,0.032751,0.022307,0.329237
NC_004020.1,1186,plasmid,0.3939889669418335,0.081394,0.084486,0.269509,0.025825,0.486900,0.051885
